subj,trial,item,count,n,prob
376,12,short,2,4,0.5
376,13,baseline,2,4,0.5
376,13,single,2,4,0.5
377,1,related-late,2,3,0.667
377,1,related-early,1,3,0.333
377,2,baseline,1,2,0.5
377,2,related,1,2,0.5
377,3,baseline,2,2,1
377,3,related,0,2,0
377,4,repeated,1,1,1
377,4,related,0,1,0
377,5,repeated,0,1,0
377,5,related,1,1,1
377,6,baseline,1,4,0.25
377,6,repeated,3,4,0.75
377,7,baseline,1,1,1
377,7,baseline-foil,0,1,0
377,8,baseline,1,1,1
377,8,baseline-foil,0,1,0
377,9,short,3,4,0.75
377,9,short-foil,1,4,0.25
377,10,single,5,6,0.833
377,10,single-foil,1,6,0.167
377,11,baseline-foil,3,4,0.75
377,11,short-foil,1,4,0.25
377,12,baseline,3,4,0.75
377,12,short,1,4,0.25
377,13,baseline,1,4,0.25
377,13,single,3,4,0.75
378,1,related-late,0,3,0
378,1,related-early,3,3,1
378,2,baseline,1,2,0.5
378,2,related,1,2,0.5
378,3,baseline,0,2,0
378,3,related,2,2,1
378,4,repeated,1,1,1
378,4,related,0,1,0
378,5,repeated,1,1,1
378,5,related,0,1,0
378,6,baseline,3,4,0.75
378,6,repeated,1,4,0.25
378,7,baseline,1,1,1
378,7,baseline-foil,0,1,0
378,8,baseline,1,1,1
378,8,baseline-foil,0,1,0
378,9,short,4,4,1
378,9,short-foil,0,4,0
378,10,single,6,6,1
378,10,single-foil,0,6,0
378,11,baseline-foil,4,4,1
378,11,short-foil,0,4,0
378,12,baseline,2,4,0.5
378,12,short,2,4,0.5
378,13,baseline,1,4,0.25
378,13,single,3,4,0.75
379,1,related-late,1,3,0.333
379,1,related-early,2,3,0.667
379,2,baseline,1,2,0.5
379,2,related,1,2,0.5
379,3,baseline,0,2,0
379,3,related,2,2,1
379,4,repeated,1,1,1
379,4,related,0,1,0
379,5,repeated,1,1,1
379,5,related,0,1,0
379,6,baseline,1,4,0.25
379,6,repeated,3,4,0.75
379,7,baseline,1,1,1
379,7,baseline-foil,0,1,0
379,8,baseline,1,1,1
379,8,baseline-foil,0,1,0
379,9,short,3,4,0.75
379,9,short-foil,1,4,0.25
379,10,single,6,6,1
379,10,single-foil,0,6,0
379,11,baseline-foil,4,4,1
379,11,short-foil,0,4,0
379,12,baseline,0,4,0
379,12,short,4,4,1
379,13,baseline,0,4,0
379,13,single,4,4,1
380,1,related-late,0,3,0
380,1,related-early,3,3,1
380,2,baseline,2,2,1
380,2,related,0,2,0
380,3,baseline,1,2,0.5
380,3,related,1,2,0.5
380,4,repeated,1,1,1
380,4,related,0,1,0
380,5,repeated,0,1,0
380,5,related,1,1,1
380,6,baseline,2,4,0.5
380,6,repeated,2,4,0.5
380,7,baseline,0,1,0
380,7,baseline-foil,1,1,1
380,8,baseline,1,1,1
380,8,baseline-foil,0,1,0
380,9,short,2,4,0.5
380,9,short-foil,2,4,0.5
380,10,single,5,6,0.833
380,10,single-foil,1,6,0.167
380,11,baseline-foil,1,4,0.25
380,11,short-foil,3,4,0.75
380,12,baseline,2,4,0.5
380,12,short,2,4,0.5
380,13,baseline,1,4,0.25
380,13,single,3,4,0.75
381,1,related-late,3,3,1
381,1,related-early,0,3,0
381,2,baseline,1,2,0.5
381,2,related,1,2,0.5
381,3,baseline,1,2,0.5
381,3,related,1,2,0.5
381,4,repeated,1,1,1
381,4,related,0,1,0
381,5,repeated,0,1,0
381,5,related,1,1,1
381,6,baseline,1,4,0.25
381,6,repeated,3,4,0.75
381,7,baseline,0,1,0
381,7,baseline-foil,1,1,1
381,8,baseline,1,1,1
381,8,baseline-foil,0,1,0
381,9,short,3,4,0.75
381,9,short-foil,1,4,0.25
381,10,single,4,6,0.667
381,10,single-foil,2,6,0.333
381,11,baseline-foil,1,4,0.25
381,11,short-foil,3,4,0.75
381,12,baseline,2,4,0.5
381,12,short,2,4,0.5
381,13,baseline,3,4,0.75
381,13,single,1,4,0.25
383,1,related-late,1,3,0.333
383,1,related-early,2,3,0.667
383,2,baseline,2,2,1
383,2,related,0,2,0
383,3,baseline,0,2,0
383,3,related,2,2,1
383,4,repeated,0,1,0
383,4,related,1,1,1
383,5,repeated,0,1,0
383,5,related,1,1,1
383,6,baseline,2,4,0.5
383,6,repeated,2,4,0.5
383,7,baseline,1,1,1
383,7,baseline-foil,0,1,0
383,8,baseline,1,1,1
383,8,baseline-foil,0,1,0
383,9,short,4,4,1
383,9,short-foil,0,4,0
383,10,single,6,6,1
383,10,single-foil,0,6,0
383,11,baseline-foil,1,4,0.25
383,11,short-foil,3,4,0.75
383,12,baseline,1,4,0.25
383,12,short,3,4,0.75
383,13,baseline,1,4,0.25
383,13,single,3,4,0.75
384,1,related-late,2,3,0.667
384,1,related-early,1,3,0.333
384,2,baseline,0,2,0
384,2,related,2,2,1
384,3,baseline,2,2,1
384,3,related,0,2,0
384,4,repeated,0,1,0
384,4,related,1,1,1
384,5,repeated,1,1,1
384,5,related,0,1,0
384,6,baseline,0,4,0
384,6,repeated,4,4,1
384,7,baseline,1,1,1
384,7,baseline-foil,0,1,0
384,8,baseline,0,1,0
384,8,baseline-foil,1,1,1
384,9,short,2,4,0.5
384,9,short-foil,2,4,0.5
384,10,single,4,6,0.667
384,10,single-foil,2,6,0.333
384,11,baseline-foil,3,4,0.75
384,11,short-foil,1,4,0.25
384,12,baseline,2,4,0.5
384,12,short,2,4,0.5
384,13,baseline,2,4,0.5
384,13,single,2,4,0.5
386,1,related-late,2,3,0.667
386,1,related-early,1,3,0.333
386,2,baseline,1,2,0.5
386,2,related,1,2,0.5
386,3,baseline,1,2,0.5
386,3,related,1,2,0.5
386,4,repeated,0,1,0
386,4,related,1,1,1
386,5,repeated,1,1,1
386,5,related,0,1,0
386,6,baseline,1,4,0.25
386,6,repeated,3,4,0.75
386,7,baseline,0,1,0
386,7,baseline-foil,1,1,1
386,8,baseline,1,1,1
386,8,baseline-foil,0,1,0
386,9,short,4,4,1
386,9,short-foil,0,4,0
386,10,single,6,6,1
386,10,single-foil,0,6,0
386,11,baseline-foil,3,4,0.75
386,11,short-foil,1,4,0.25
386,12,baseline,0,4,0
386,12,short,4,4,1
386,13,baseline,0,4,0
386,13,single,4,4,1
387,1,related-late,1,3,0.333
387,1,related-early,2,3,0.667
387,2,baseline,1,2,0.5
387,2,related,1,2,0.5
387,3,baseline,1,2,0.5
387,3,related,1,2,0.5
387,4,repeated,0,1,0
387,4,related,1,1,1
387,5,repeated,0,1,0
387,5,related,1,1,1
387,6,baseline,2,4,0.5
387,6,repeated,2,4,0.5
387,7,baseline,1,1,1
387,7,baseline-foil,0,1,0
387,8,baseline,0,1,0
387,8,baseline-foil,1,1,1
387,9,short,4,4,1
387,9,short-foil,0,4,0
387,10,single,5,6,0.833
387,10,single-foil,1,6,0.167
387,11,baseline-foil,2,4,0.5
387,11,short-foil,2,4,0.5
387,12,baseline,2,4,0.5
387,12,short,2,4,0.5
387,13,baseline,3,4,0.75
387,13,single,1,4,0.25
388,1,related-late,2,3,0.667
388,1,related-early,1,3,0.333
388,2,baseline,2,2,1
388,2,related,0,2,0
388,3,baseline,2,2,1
388,3,related,0,2,0
388,4,repeated,1,1,1
388,4,related,0,1,0
388,5,repeated,0,1,0
388,5,related,1,1,1
388,6,baseline,0,4,0
388,6,repeated,4,4,1
388,7,baseline,1,1,1
388,7,baseline-foil,0,1,0
388,8,baseline,1,1,1
388,8,baseline-foil,0,1,0
388,9,short,4,4,1
388,9,short-foil,0,4,0
388,10,single,6,6,1
388,10,single-foil,0,6,0
388,11,baseline-foil,3,4,0.75
388,11,short-foil,1,4,0.25
388,12,baseline,2,4,0.5
388,12,short,2,4,0.5
388,13,baseline,2,4,0.5
388,13,single,2,4,0.5
389,1,related-late,1,3,0.333
389,1,related-early,2,3,0.667
389,2,baseline,2,2,1
389,2,related,0,2,0
389,3,baseline,1,2,0.5
389,3,related,1,2,0.5
389,4,repeated,1,1,1
389,4,related,0,1,0
389,5,repeated,0,1,0
389,5,related,1,1,1
389,6,baseline,1,4,0.25
389,6,repeated,3,4,0.75
389,7,baseline,0,1,0
389,7,baseline-foil,1,1,1
389,8,baseline,1,1,1
389,8,baseline-foil,0,1,0
389,9,short,4,4,1
389,9,short-foil,0,4,0
389,10,single,6,6,1
389,10,single-foil,0,6,0
389,11,baseline-foil,1,4,0.25
389,11,short-foil,3,4,0.75
389,12,baseline,3,4,0.75
389,12,short,1,4,0.25
389,13,baseline,0,4,0
389,13,single,4,4,1
390,1,related-late,1,3,0.333
390,1,related-early,2,3,0.667
390,2,baseline,1,2,0.5
390,2,related,1,2,0.5
390,3,baseline,2,2,1
390,3,related,0,2,0
390,4,repeated,1,1,1
390,4,related,0,1,0
390,5,repeated,1,1,1
390,5,related,0,1,0
390,6,baseline,1,4,0.25
390,6,repeated,3,4,0.75
390,7,baseline,1,1,1
390,7,baseline-foil,0,1,0
390,8,baseline,1,1,1
390,8,baseline-foil,0,1,0
390,9,short,4,4,1
390,9,short-foil,0,4,0
390,10,single,6,6,1
390,10,single-foil,0,6,0
390,11,baseline-foil,4,4,1
390,11,short-foil,0,4,0
390,12,baseline,2,4,0.5
390,12,short,2,4,0.5
390,13,baseline,0,4,0
390,13,single,4,4,1
391,1,related-late,2,3,0.667
391,1,related-early,1,3,0.333
391,2,baseline,2,2,1
391,2,related,0,2,0
391,3,baseline,0,2,0
391,3,related,2,2,1
391,4,repeated,1,1,1
391,4,related,0,1,0
391,5,repeated,1,1,1
391,5,related,0,1,0
391,6,baseline,2,4,0.5
391,6,repeated,2,4,0.5
391,7,baseline,1,1,1
391,7,baseline-foil,0,1,0
391,8,baseline,0,1,0
391,8,baseline-foil,1,1,1
391,9,short,4,4,1
391,9,short-foil,0,4,0
391,10,single,3,6,0.5
391,10,single-foil,3,6,0.5
391,11,baseline-foil,1,4,0.25
391,11,short-foil,3,4,0.75
391,12,baseline,3,4,0.75
391,12,short,1,4,0.25
391,13,baseline,1,4,0.25
391,13,single,3,4,0.75
392,1,related-late,2,3,0.667
392,1,related-early,1,3,0.333
392,2,baseline,0,2,0
392,2,related,2,2,1
392,3,baseline,0,2,0
392,3,related,2,2,1
392,4,repeated,1,1,1
392,4,related,0,1,0
392,5,repeated,0,1,0
392,5,related,1,1,1
392,6,baseline,1,4,0.25
392,6,repeated,3,4,0.75
392,7,baseline,1,1,1
392,7,baseline-foil,0,1,0
392,8,baseline,1,1,1
392,8,baseline-foil,0,1,0
392,9,short,3,4,0.75
392,9,short-foil,1,4,0.25
392,10,single,3,6,0.5
392,10,single-foil,3,6,0.5
392,11,baseline-foil,1,4,0.25
392,11,short-foil,3,4,0.75
392,12,baseline,2,4,0.5
392,12,short,2,4,0.5
392,13,baseline,3,4,0.75
392,13,single,1,4,0.25
393,1,related-late,1,3,0.333
393,1,related-early,2,3,0.667
393,2,baseline,0,2,0
393,2,related,2,2,1
393,3,baseline,1,2,0.5
393,3,related,1,2,0.5
393,4,repeated,1,1,1
393,4,related,0,1,0
393,5,repeated,0,1,0
393,5,related,1,1,1
393,6,baseline,3,4,0.75
393,6,repeated,1,4,0.25
393,7,baseline,1,1,1
393,7,baseline-foil,0,1,0
393,8,baseline,1,1,1
393,8,baseline-foil,0,1,0
393,9,short,2,4,0.5
393,9,short-foil,2,4,0.5
393,10,single,5,6,0.833
393,10,single-foil,1,6,0.167
393,11,baseline-foil,2,4,0.5
393,11,short-foil,2,4,0.5
393,12,baseline,3,4,0.75
393,12,short,1,4,0.25
393,13,baseline,1,4,0.25
393,13,single,3,4,0.75
395,1,related-late,0,3,0
395,1,related-early,3,3,1
395,2,baseline,1,2,0.5
395,2,related,1,2,0.5
395,3,baseline,1,2,0.5
395,3,related,1,2,0.5
395,4,repeated,1,1,1
395,4,related,0,1,0
395,5,repeated,1,1,1
395,5,related,0,1,0
395,6,baseline,1,4,0.25
395,6,repeated,3,4,0.75
395,7,baseline,0,1,0
395,7,baseline-foil,1,1,1
395,8,baseline,1,1,1
395,8,baseline-foil,0,1,0
395,9,short,3,4,0.75
395,9,short-foil,1,4,0.25
395,10,single,5,6,0.833
395,10,single-foil,1,6,0.167
395,11,baseline-foil,0,4,0
395,11,short-foil,4,4,1
395,12,baseline,2,4,0.5
395,12,short,2,4,0.5
395,13,baseline,3,4,0.75
395,13,single,1,4,0.25
396,1,related-late,1,3,0.333
396,1,related-early,2,3,0.667
396,2,baseline,0,2,0
396,2,related,2,2,1
396,3,baseline,0,2,0
396,3,related,2,2,1
396,4,repeated,0,1,0
396,4,related,1,1,1
396,5,repeated,1,1,1
396,5,related,0,1,0
396,6,baseline,1,4,0.25
396,6,repeated,3,4,0.75
396,7,baseline,1,1,1
396,7,baseline-foil,0,1,0
396,8,baseline,0,1,0
396,8,baseline-foil,1,1,1
396,9,short,2,4,0.5
396,9,short-foil,2,4,0.5
396,10,single,5,6,0.833
396,10,single-foil,1,6,0.167
396,11,baseline-foil,2,4,0.5
396,11,short-foil,2,4,0.5
396,12,baseline,3,4,0.75
396,12,short,1,4,0.25
396,13,baseline,0,4,0
396,13,single,4,4,1
397,1,related-late,2,3,0.667
397,1,related-early,1,3,0.333
397,2,baseline,1,2,0.5
397,2,related,1,2,0.5
397,3,baseline,0,2,0
397,3,related,2,2,1
397,4,repeated,1,1,1
397,4,related,0,1,0
397,5,repeated,0,1,0
397,5,related,1,1,1
397,6,baseline,1,4,0.25
397,6,repeated,3,4,0.75
397,7,baseline,0,1,0
397,7,baseline-foil,1,1,1
397,8,baseline,1,1,1
397,8,baseline-foil,0,1,0
397,9,short,4,4,1
397,9,short-foil,0,4,0
397,10,single,5,6,0.833
397,10,single-foil,1,6,0.167
397,11,baseline-foil,2,4,0.5
397,11,short-foil,2,4,0.5
397,12,baseline,0,4,0
397,12,short,4,4,1
397,13,baseline,2,4,0.5
397,13,single,2,4,0.5
399,1,related-late,2,3,0.667
399,1,related-early,1,3,0.333
399,2,baseline,1,2,0.5
399,2,related,1,2,0.5
399,3,baseline,1,2,0.5
399,3,related,1,2,0.5
399,4,repeated,1,1,1
399,4,related,0,1,0
399,5,repeated,1,1,1
399,5,related,0,1,0
399,6,baseline,1,4,0.25
399,6,repeated,3,4,0.75
399,7,baseline,1,1,1
399,7,baseline-foil,0,1,0
399,8,baseline,1,1,1
399,8,baseline-foil,0,1,0
399,9,short,4,4,1
399,9,short-foil,0,4,0
399,10,single,5,6,0.833
399,10,single-foil,1,6,0.167
399,11,baseline-foil,2,4,0.5
399,11,short-foil,2,4,0.5
399,12,baseline,2,4,0.5
399,12,short,2,4,0.5
399,13,baseline,2,4,0.5
399,13,single,2,4,0.5
400,1,related-late,0,3,0
400,1,related-early,3,3,1
400,2,baseline,1,2,0.5
400,2,related,1,2,0.5
400,3,baseline,0,2,0
400,3,related,2,2,1
400,4,repeated,0,1,0
400,4,related,1,1,1
400,5,repeated,1,1,1
400,5,related,0,1,0
400,6,baseline,1,4,0.25
400,6,repeated,3,4,0.75
400,7,baseline,0,1,0
400,7,baseline-foil,1,1,1
400,8,baseline,1,1,1
400,8,baseline-foil,0,1,0
400,9,short,2,4,0.5
400,9,short-foil,2,4,0.5
400,10,single,5,6,0.833
400,10,single-foil,1,6,0.167
400,11,baseline-foil,2,4,0.5
400,11,short-foil,2,4,0.5
400,12,baseline,3,4,0.75
400,12,short,1,4,0.25
400,13,baseline,2,4,0.5
400,13,single,2,4,0.5
401,1,related-late,1,3,0.333
401,1,related-early,2,3,0.667
401,2,baseline,2,2,1
401,2,related,0,2,0
401,3,baseline,0,2,0
401,3,related,2,2,1
401,4,repeated,1,1,1
401,4,related,0,1,0
401,5,repeated,1,1,1
401,5,related,0,1,0
401,6,baseline,0,4,0
401,6,repeated,4,4,1
401,7,baseline,1,1,1
401,7,baseline-foil,0,1,0
401,8,baseline,1,1,1
401,8,baseline-foil,0,1,0
401,9,short,2,4,0.5
401,9,short-foil,2,4,0.5
401,10,single,6,6,1
401,10,single-foil,0,6,0
401,11,baseline-foil,1,4,0.25
401,11,short-foil,3,4,0.75
401,12,baseline,2,4,0.5
401,12,short,2,4,0.5
401,13,baseline,1,4,0.25
401,13,single,3,4,0.75
402,1,related-late,2,3,0.667
402,1,related-early,1,3,0.333
402,2,baseline,2,2,1
402,2,related,0,2,0
402,3,baseline,0,2,0
402,3,related,2,2,1
402,4,repeated,1,1,1
402,4,related,0,1,0
402,5,repeated,1,1,1
402,5,related,0,1,0
402,6,baseline,0,4,0
402,6,repeated,4,4,1
402,7,baseline,1,1,1
402,7,baseline-foil,0,1,0
402,8,baseline,1,1,1
402,8,baseline-foil,0,1,0
402,9,short,2,4,0.5
402,9,short-foil,2,4,0.5
402,10,single,5,6,0.833
402,10,single-foil,1,6,0.167
402,11,baseline-foil,4,4,1
402,11,short-foil,0,4,0
402,12,baseline,0,4,0
402,12,short,4,4,1
402,13,baseline,0,4,0
402,13,single,4,4,1
403,1,related-late,1,3,0.333
403,1,related-early,2,3,0.667
403,2,baseline,1,2,0.5
403,2,related,1,2,0.5
403,3,baseline,1,2,0.5
403,3,related,1,2,0.5
403,4,repeated,0,1,0
403,4,related,1,1,1
403,5,repeated,1,1,1
403,5,related,0,1,0
403,6,baseline,1,4,0.25
403,6,repeated,3,4,0.75
403,7,baseline,1,1,1
403,7,baseline-foil,0,1,0
403,8,baseline,1,1,1
403,8,baseline-foil,0,1,0
403,9,short,3,4,0.75
403,9,short-foil,1,4,0.25
403,10,single,6,6,1
403,10,single-foil,0,6,0
403,11,baseline-foil,3,4,0.75
403,11,short-foil,1,4,0.25
403,12,baseline,1,4,0.25
403,12,short,3,4,0.75
403,13,baseline,1,4,0.25
403,13,single,3,4,0.75
404,1,related-late,3,3,1
404,1,related-early,0,3,0
404,2,baseline,1,2,0.5
404,2,related,1,2,0.5
404,3,baseline,1,2,0.5
404,3,related,1,2,0.5
404,4,repeated,1,1,1
404,4,related,0,1,0
404,5,repeated,1,1,1
404,5,related,0,1,0
404,6,baseline,1,4,0.25
404,6,repeated,3,4,0.75
404,7,baseline,1,1,1
404,7,baseline-foil,0,1,0
404,8,baseline,1,1,1
404,8,baseline-foil,0,1,0
404,9,short,4,4,1
404,9,short-foil,0,4,0
404,10,single,3,6,0.5
404,10,single-foil,3,6,0.5
404,11,baseline-foil,2,4,0.5
404,11,short-foil,2,4,0.5
404,12,baseline,1,4,0.25
404,12,short,3,4,0.75
404,13,baseline,2,4,0.5
404,13,single,2,4,0.5
406,1,related-late,2,3,0.667
406,1,related-early,1,3,0.333
406,2,baseline,1,2,0.5
406,2,related,1,2,0.5
406,3,baseline,1,2,0.5
406,3,related,1,2,0.5
406,4,repeated,0,1,0
406,4,related,1,1,1
406,5,repeated,0,1,0
406,5,related,1,1,1
406,6,baseline,1,4,0.25
406,6,repeated,3,4,0.75
406,7,baseline,0,1,0
406,7,baseline-foil,1,1,1
406,8,baseline,1,1,1
406,8,baseline-foil,0,1,0
406,9,short,4,4,1
406,9,short-foil,0,4,0
406,10,single,6,6,1
406,10,single-foil,0,6,0
406,11,baseline-foil,2,4,0.5
406,11,short-foil,2,4,0.5
406,12,baseline,1,4,0.25
406,12,short,3,4,0.75
406,13,baseline,1,4,0.25
406,13,single,3,4,0.75
407,1,related-late,1,3,0.333
407,1,related-early,2,3,0.667
407,2,baseline,1,2,0.5
407,2,related,1,2,0.5
407,3,baseline,0,2,0
407,3,related,2,2,1
407,4,repeated,1,1,1
407,4,related,0,1,0
407,5,repeated,1,1,1
407,5,related,0,1,0
407,6,baseline,0,4,0
407,6,repeated,4,4,1
407,7,baseline,0,1,0
407,7,baseline-foil,1,1,1
407,8,baseline,0,1,0
407,8,baseline-foil,1,1,1
407,9,short,4,4,1
407,9,short-foil,0,4,0
407,10,single,4,6,0.667
407,10,single-foil,2,6,0.333
407,11,baseline-foil,2,4,0.5
407,11,short-foil,2,4,0.5
407,12,baseline,1,4,0.25
407,12,short,3,4,0.75
407,13,baseline,1,4,0.25
407,13,single,3,4,0.75
408,1,related-late,2,3,0.667
408,1,related-early,1,3,0.333
408,2,baseline,2,2,1
408,2,related,0,2,0
408,3,baseline,2,2,1
408,3,related,0,2,0
408,4,repeated,1,1,1
408,4,related,0,1,0
408,5,repeated,1,1,1
408,5,related,0,1,0
408,6,baseline,1,4,0.25
408,6,repeated,3,4,0.75
408,7,baseline,1,1,1
408,7,baseline-foil,0,1,0
408,8,baseline,0,1,0
408,8,baseline-foil,1,1,1
408,9,short,4,4,1
408,9,short-foil,0,4,0
408,10,single,6,6,1
408,10,single-foil,0,6,0
408,11,baseline-foil,1,4,0.25
408,11,short-foil,3,4,0.75
408,12,baseline,2,4,0.5
408,12,short,2,4,0.5
408,13,baseline,0,4,0
408,13,single,4,4,1
410,1,related-late,2,3,0.667
410,1,related-early,1,3,0.333
410,2,baseline,2,2,1
410,2,related,0,2,0
410,3,baseline,1,2,0.5
410,3,related,1,2,0.5
410,4,repeated,1,1,1
410,4,related,0,1,0
410,5,repeated,1,1,1
410,5,related,0,1,0
410,6,baseline,0,4,0
410,6,repeated,4,4,1
410,7,baseline,1,1,1
410,7,baseline-foil,0,1,0
410,8,baseline,1,1,1
410,8,baseline-foil,0,1,0
410,9,short,4,4,1
410,9,short-foil,0,4,0
410,10,single,6,6,1
410,10,single-foil,0,6,0
410,11,baseline-foil,4,4,1
410,11,short-foil,0,4,0
410,12,baseline,0,4,0
410,12,short,4,4,1
410,13,baseline,1,4,0.25
410,13,single,3,4,0.75
411,1,related-late,2,3,0.667
411,1,related-early,1,3,0.333
411,2,baseline,0,2,0
411,2,related,2,2,1
411,3,baseline,0,2,0
411,3,related,2,2,1
411,4,repeated,1,1,1
411,4,related,0,1,0
411,5,repeated,1,1,1
411,5,related,0,1,0
411,6,baseline,1,4,0.25
411,6,repeated,3,4,0.75
411,7,baseline,1,1,1
411,7,baseline-foil,0,1,0
411,8,baseline,1,1,1
411,8,baseline-foil,0,1,0
411,9,short,3,4,0.75
411,9,short-foil,1,4,0.25
411,10,single,6,6,1
411,10,single-foil,0,6,0
411,11,baseline-foil,4,4,1
411,11,short-foil,0,4,0
411,12,baseline,2,4,0.5
411,12,short,2,4,0.5
411,13,baseline,2,4,0.5
411,13,single,2,4,0.5